response_id,config,post_index,true_label,predicted,full_answer,retrieved_chunks,c2_relevant,c2_note,c3_relevant,c3_note
Phase 1: Best Retriever-BM25-23,BM25,23,normal,normal,"Label: normal  
Evidence: [9] (Dysthymic disorder — Boundary with Normality): ""Some depressed mood is a normal reaction to severe adverse life events and problems, and is common in the community. Dysthymic disorder is differentiated from this common experience by the severity, range and duration of symptoms.""  
Justification: The post mentions a physical injury and discomfort but does not indicate any depressive symptoms, suicidal ideation, or other indicators of mental health distress. The statement reflects a common experience of physical discomfort without any mention of emotional distress or a diagnosis of a mental disorder.",[1] EP.HYP_essential_features_p2 || [2] EP.HYP_boundary_with_normality_p1 || [3] EP.HYP_essential_features_p1 || [4] 6A62_boundary_with_normality_p1 || [5] 6A62_essential_features_p1 || [6] 6A6Y_essential_features_p1 || [7] EP.MIX_essential_features_p2 || [8] 6A72_essential_features_p2 || [9] 6A72_boundary_with_normality_p1,,,,
Phase 1: Best Retriever-BM25-24,BM25,24,normal,normal,"Label: normal
Evidence: [1] says: ""The presentation is characterized by depressive symptoms that share primary clinical features with other depressive disorders (e.g. depressed mood, decreased engagement in pleasurable activities, decreased energy levels, disruptions in sleep or eating). The symptoms do not fulfil the diagnostic requirements for any other disorder in the depressive disorders grouping. Mood disorders 261""
Justification: The post does not contain any mention of depressive symptoms, suicidal ideation, or any indication of mental health distress. The content is a simple narrative about a romantic scenario and does not meet the criteria for depression, suicidal ideation, or any other mental health condition as per the ICD-11 chunks provided.",[1] 6A7Y_essential_features_p1 || [2] EP.HYP_essential_features_p2 || [3] EP.HYP_boundary_with_normality_p1 || [4] EP.MAN_essential_features_p2 || [5] EP.MAN_boundary_with_normality_p1,,,,
Phase 1: Best Retriever-BM25-25,BM25,25,normal,normal,"Label: normal
Evidence: <ICD-11 chunk [7] says: ""The presentation is characterized by mood symptoms that cannot clearly be described as bipolar or depressive in nature (e.g. marked and persistent irritability in the absence of other clear manic or depressive symptoms).>
Justification: The post mentions a desire for a comeback and refers to a teaser/spoiler that is more than a month old, which suggests a temporary emotional state. The statement does not indicate any significant mood symptoms that meet the diagnostic criteria for bipolar or depressive disorders. The text does not mention any manic or depressive episodes, and the context is neutral, suggesting a normal emotional state.",[1] 6A6Y_essential_features_p1 || [2] 6A71_essential_features_p1 || [3] EP.HYP_essential_features_p2 || [4] EP.HYP_boundary_with_normality_p1 || [5] EP.MAN_essential_features_p2 || [6] EP.MAN_boundary_with_normality_p1 || [7] 6A8Y_essential_features_p1,,,,
Phase 1: Best Retriever-BM25-26,BM25,26,normal,normal,"Label: normal
Evidence: [3] says: ""decreased need for sleep (e.g. the person reports being able to function with only 2 or 3 hours of sleep), as distinct from insomnia, in which an individual wants to sleep but cannot;""
Justification: The post mentions ""basic math getting their discord = wanting the D,"" which is a vague and unclear statement. There is no indication of a mental health condition, and the statement does not meet the diagnostic criteria for a manic or hypomanic episode. The text does not show any symptoms consistent with a mood disorder, and the context is not sufficient to determine a mental health condition.",[1] EP.HYP_essential_features_p2 || [2] EP.HYP_boundary_with_normality_p1 || [3] EP.MAN_essential_features_p2 || [4] EP.MAN_boundary_with_normality_p1,,,,
Phase 1: Best Retriever-BM25-27,BM25,27,normal,normal,"Label: normal  
Evidence: 1 says: ""A person who is not experiencing any symptoms of depression or suicidal ideation is considered to be in the normal category.""  
Justification: The post does not indicate any symptoms of depression or suicidal ideation, and there is no mention of emotional distress or risk factors.",,,,,
Phase 1: Best Retriever-BM25-28,BM25,28,normal,normal,"Label: normal
Evidence: 4 says: ""Some depressed mood is a normal reaction to severe adverse life events and problems, and is common in the community. Dysthymic disorder is differentiated from this common experience by the severity, range and duration of symptoms. Assessment of the presence or absence of signs or symptoms should be made relative to typical functioning of the individual.""
Justification: The post mentions being ""just booted into window to upload something since internet is even worse under ubuntu,"" which reflects a temporary technical issue. There is no mention of depressive symptoms, anxiety, or any indication of a mental health disorder. The statement is neutral and does not suggest any significant emotional or psychological distress. Therefore, it does not meet the criteria for a depressive episode, mixed depressive and anxiety disorder, dysthymic disorder, cyclothymic disorder, or hypomanic episode. The evidence from ICD-11 indicates that the individual is experiencing a normal reaction to a technical problem, and there is no indication of a mental health condition.",[1] 6A73_essential_features_p1 || [2] 6A73_boundary_with_normality_p1 || [3] 6A72_essential_features_p2 || [4] 6A72_boundary_with_normality_p1 || [5] 6A62_essential_features_p1 || [6] 6A62_boundary_with_normality_p1 || [7] 6A72_essential_features_p1 || [8] EP.DEP_boundary_with_normality_p1 || [9] EP.DEP_essential_features_p1 || [10] EP.HYP_essential_features_p2 || [11] EP.HYP_boundary_with_normality_p1 || [12] EP.HYP_essential_features_p1,,,,
Phase 1: Best Retriever-BM25-29,BM25,29,normal,normal,"Label: normal
Evidence: [3] (Hypomanic episode — Essential Features) says: ""Persistent elevation of mood or increased irritability is observable or reported, and represents a significant change from the individual’s usual range of moods (e.g. the change would be apparent to people who know the individual well). This does not include periods of elevated or irritable mood that are contextually appropriate (e.g. elevated mood after graduating from school or related to falling in love).""
Justification: The quoted text from ICD-11 chunk [3] describes a hypomanic episode with a significant change in mood from the individual's usual range. The post ""the world needs more polite people like us"" does not indicate any significant change in mood or behavior, and thus does not meet the diagnostic criteria for a hypomanic episode. The statement is neutral and does not reflect a mood disturbance that would meet the criteria for a manic or hypomanic episode.",[1] EP.HYP_essential_features_p2 || [2] EP.HYP_boundary_with_normality_p1 || [3] EP.HYP_essential_features_p1 || [4] EP.MAN_essential_features_p2 || [5] EP.MAN_boundary_with_normality_p1 || [6] EP.MAN_essential_features_p1,,,,
Phase 1: Best Retriever-Dense-0,Dense,0,suicidal,suicidal,"Label: suicidal
Evidence: [3] (Mood disorder, unspecified — Essential Features) • The concurrent presence of at least five of the following characteristic symptoms occurring for most of the day, nearly every day, during a period lasting at least 2 weeks is required for diagnosis. At least one symptom from the affective cluster must be present. Assessment of the presence or absence of symptoms should be made relative to typical functioning of the individual. Affective cluster • Depressed mood as reported by the individual (e.g. feeling down, sad) or as observed (e.g. tearful, defeated appearance) (Note: in children and adolescents depressed mood can manifest as irritability.) • Markedly diminished interest or pleasure in activities, especially those normally found to be enjoyable to the individual (Note: this may include a reduction in sexual desire.) Cognitive-behavioural cluster • Reduced ability to concentrate and sustain attention on tasks, or marked indecisiveness • Beliefs of low self-worth or excessive and inappropriate guilt that may be manifestly delusional (Note: this item should not be considered present if guilt or self-reproach is exclusively about being depressed.) • Hopelessness about the future • Recurrent thoughts of death (not just fear of dying), recurrent suicidal ideation (with or without a specific plan), or evidence of attempted suicide
Justification: The post expresses a suicidal ideation (""I was thinking of ending it all..."") and mentions a specific plan (""how can I kill myself at age 13 without a gun""). These statements align with the diagnostic criteria for suicidal ideation, which is a key component of mood disorders. The mention of a specific plan and the context of a suicide attempt (even if not yet completed) supports the classification as suicidal.",[1] 6A06_essential_features_p1 || [2] 6A06.Z_boundary_with_normality_p1 || [3] 6A8Z_essential_features_p1 || [4] 6B42_boundary_with_normality_p1 || [5] 6B42_essential_features_p1 || [6] 6C73_essential_features_p1 || [7] 6C73_boundary_with_normality_p1 || [8] 6A8Z_boundary_with_normality_p1,,,,
Phase 1: Best Retriever-Dense-1,Dense,1,suicidal,suicidal,"Label: suicidal|depression|normal
Evidence: [1] (Mood disorder, unspecified — Essential Features): suicidal ideation (with or without a specific plan), or evidence of attempted suicide Mood disorders 213 Neurovegetative cluster • Significantly disrupted sleep (delayed sleep onset, increased frequency of waking during the night, or early morning awakening) or excessive sleep • Significant change in appetite (diminished or increased) or significant weight change (gain or loss) • Psychomotor agitation or retardation (observable by others, not merely subjective feelings of restlessness or being slowed down) • Reduced energy, fatigue or marked tiredness following the expenditure of only a minimum of effort • The symptoms are not better accounted for by bereavement. • The symptoms are not a manifestation of another medical condition (e.g. a brain tumour), and are not due to the effects of a substance or medication on the central nervous system (e.g. benzodiazepines), including withdrawal effects (e.g. from stimulants). • The clinical presentation does not fulfil the diagnostic requirements for a mixed episode. • The mood disturbance results in significant impairment in personal, family, social, educational, occupational or other important areas of functioning. If functioning is maintained, it is only through significant additional effort.
Justification: The post expresses a profound sense of isolation, despair, and hopelessness, with repeated mentions of feeling broken, unable to communicate, and unable to find love or appreciation. The text includes suicidal ideation (""I just want to feel happy and to let go of the trauma"") and a sense of being a ""broken awkward man"" that cannot ever feel love and happiness. These elements align with the diagnostic criteria for depression, particularly the persistent depressed mood and associated symptoms such as reduced interest in activities, low energy, and significant impairment in personal and social functioning. The post does not indicate a specific plan for suicide, but the context of severe emotional distress and the inability to function normally supports the classification of depression.",[1] 6A8Z_essential_features_p1 || [2] 6B41_essential_features_p1 || [3] 6B41_boundary_with_normality_p1 || [4] 6A72_boundary_with_normality_p1 || [5] 6A72_essential_features_p1 || [6] 6A8Z_boundary_with_normality_p1 || [7] 6B66_boundary_with_normality_p1 || [8] 6B66_essential_features_p1 || [9] 6B42_essential_features_p1 || [10] 6B42_boundary_with_normality_p1,,,,
Phase 1: Best Retriever-Dense-2,Dense,2,suicidal,suicidal,"Label: suicidal|depression|normal
Evidence: [1] (Mood disorder, unspecified — Essential Features): suicidal ideation (with or without a specific plan), or evidence of attempted suicide Mood disorders 213 Neurovegetative cluster • Significantly disrupted sleep (delayed sleep onset, increased frequency of waking during the night, or early morning awakening) or excessive sleep • Significant change in appetite (diminished or increased) or significant weight change (gain or loss) • Psychomotor agitation or retardation (observable by others, not merely subjective feelings of restlessness or being slowed down) • Reduced energy, fatigue or marked tiredness following the expenditure of only a minimum of effort • The symptoms are not better accounted for by bereavement. • The symptoms are not a manifestation of another medical condition (e.g. a brain tumour), and are not due to the effects of a substance or medication on the central nervous system (e.g. benzodiazepines), including withdrawal effects (e.g. from stimulants). • The clinical presentation does not fulfil the diagnostic requirements for a mixed episode. • The mood disturbance results in significant impairment in personal, family, social, educational, occupational or other important areas of functioning. If functioning is maintained, it is only through significant additional effort.
Justification: The post expresses a sense of hopelessness, despair, and a desire to ""leave gracefully,"" which aligns with the criteria for depression. The mention of ""I am done"" and ""I am over it"" suggests a lack of motivation and a sense of hopelessness, which are consistent with depressive symptoms. The post also includes elements of suicidal ideation (""I am done,"" ""I am over it"") and a sense of being trapped by societal pressures, which are further evidence of depression. The text does not indicate any specific plan for suicide, but the overall tone and content are consistent with a depressive episode.",[1] 6A8Z_essential_features_p1 || [2] 6A72_boundary_with_normality_p1 || [3] 6A72_essential_features_p1 || [4] 6A8Z_boundary_with_normality_p1 || [5] GA34.41_boundary_with_normality_p1 || [6] GA34.41_essential_features_p1 || [7] 6B66_boundary_with_normality_p1 || [8] 6B66_essential_features_p1 || [9] 6B41_essential_features_p1 || [10] 6B41_boundary_with_normality_p1,,,,
Phase 1: Best Retriever-Dense-3,Dense,3,suicidal,suicidal,"Label: suicidal
Evidence: [1] says: ""Recurrent suicidal ideation (with or without a specific plan), or evidence of attempted suicide""
Justification: The post mentions ""I want everything to end"" and ""I go from the happiest person to the most suicidal one in just a couple of hours,"" which indicates recurrent suicidal ideation with a specific plan, as evidenced by the ICD-11 chunk.",[1] 6A8Z_essential_features_p1 || [2] 6A72_essential_features_p1 || [3] 6A72_boundary_with_normality_p1 || [4] 6B20_essential_features_p1 || [5] 6B23_essential_features_p1 || [6] 6B41_essential_features_p1 || [7] 6B41_boundary_with_normality_p1 || [8] 6A8Z_boundary_with_normality_p1,,,,
Phase 1: Best Retriever-Dense-4,Dense,4,suicidal,suicidal,"Label: suicidal
Evidence: [1] (Mood disorder, unspecified — Essential Features): • The concurrent presence of at least five of the following characteristic symptoms occurring for most of the day, nearly every day, during a period lasting at least 2 weeks is required for diagnosis. At least one symptom from the affective cluster must be present. Assessment of the presence or absence of symptoms should be made relative to typical functioning of the individual. Affective cluster • Depressed mood as reported by the individual (e.g. feeling down, sad) or as observed (e.g. tearful, defeated appearance) (Note: in children and adolescents depressed mood can manifest as irritability.) • Markedly diminished interest or pleasure in activities, especially those normally found to be enjoyable to the individual (Note: this may include a reduction in sexual desire.) Cognitive-beavioural cluster • Reduced ability to concentrate and sustain attention on tasks, or marked indecisiveness • Beliefs of low self-worth or excessive and inappropriate guilt that may be manifestly delusional (Note: this item should not be considered present if guilt or self-reproach is exclusively about being depressed.) • Hopelessness about the future • Recurrent thoughts of death (not just fear of dying), recurrent suicidal ideation (with or without a specific plan), or evidence of attempted suicide
Justification: The post expresses a desire to ""die"" and mentions ""many mental illnesses"" and ""life is just slowly going downhill."" These statements are consistent with the ICD-11 criteria for suicidal ideation, which requires the presence of recurrent thoughts of death or suicidal ideation with or without a specific plan. The evidence from ICD-11 chunk [1] supports the diagnosis of suicidal ideation.",[1] 6A8Z_essential_features_p1 || [2] 6A73_essential_features_p1 || [3] 6A73_boundary_with_normality_p1 || [4] 6B41_essential_features_p1 || [5] 6B41_boundary_with_normality_p1 || [6] 6C20_essential_features_p1 || [7] 6D50_essential_features_p1 || [8] 6A8Z_boundary_with_normality_p1,,,,
Phase 1: Best Retriever-Dense-5,Dense,5,suicidal,suicidal,"Label: suicidal
Evidence: [1] (Mood disorder, unspecified — Essential Features): • The concurrent presence of at least five of the following characteristic symptoms occurring for most of the day, nearly every day, during a period lasting at least 2 weeks is required for diagnosis. At least one symptom from the affective cluster must be present. Assessment of the presence or absence of symptoms should be made relative to typical functioning of the individual. Affective cluster • Depressed mood as reported by the individual (e.g. feeling down, sad) or as observed (e.g. tearful, defeated appearance) (Note: in children and adolescents depressed mood can manifest as irritability.) • Markedly diminished interest or pleasure in activities, especially those normally found to be enjoyable to the individual (Note: this may include a reduction in sexual desire.) Cognitive-beavioural cluster • Reduced ability to concentrate and sustain attention on tasks, or marked indecisiveness • Beliefs of low self-worth or excessive and inappropriate guilt that may be manifestly delusional (Note: this item should not be considered present if guilt or self-reproach is exclusively about being depressed.) • Hopelessness about the future • Recurrent thoughts of death (not just fear of dying), recurrent suicidal ideation (with or without a specific plan), or evidence of attempted suicide Mood disorders 213 Neurovegetative cluster • Significantly disrupted sleep (delayed sleep onset, increased frequency of waking during the night, or early morning
Justification: The post expresses a deep sense of despair, frustration, and hopelessness, with repeated mentions of feeling trapped in a life that is ""sucking"" and ""fucking sucks."" The individual mentions feeling ""afraid to end their life"" and ""just hate my life,"" which aligns with the diagnostic criteria for suicidal ideation and recurrent thoughts of death. The evidence from ICD-11 supports the presence of depressive symptoms and recurrent suicidal ideation, which are consistent with the label ""suicidal.""",[1] 6A8Z_essential_features_p1 || [2] 6B41_essential_features_p1 || [3] 6B41_boundary_with_normality_p1 || [4] 6B05_essential_features_p1 || [5] 6B05_boundary_with_normality_p1 || [6] 6A73_essential_features_p1 || [7] 6A73_boundary_with_normality_p1 || [8] 6A72_boundary_with_normality_p1 || [9] 6A72_essential_features_p1 || [10] 6A8Z_boundary_with_normality_p1,,,,
Phase 1: Best Retriever-Dense-6,Dense,6,suicidal,suicidal,"Label: suicidal
Evidence: [1] (Mood disorder, unspecified — Essential Features): • The concurrent presence of at least five of the following characteristic symptoms occurring for most of the day, nearly every day, during a period lasting at least 2 weeks is required for diagnosis. At least one symptom from the affective cluster must be present. Assessment of the presence or absence of symptoms should be made relative to typical functioning of the individual. Affective cluster • Depressed mood as reported by the individual (e.g. feeling down, sad) or as observed (e.g. tearful, defeated appearance) (Note: in children and adolescents depressed mood can manifest as irritability.) • Markedly diminished interest or pleasure in activities, especially those normally found to be enjoyable to the individual (Note: this may include a reduction in sexual desire.) Cognitive-beavioural cluster • Reduced ability to concentrate and sustain attention on tasks, or marked indecisiveness • Beliefs of low self-worth or excessive and inappropriate guilt that may be manifestly delusional (Note: this item should not be considered present if guilt or self-reproach is exclusively about being depressed.) • Hopelessness about the future • Recurrent thoughts of death (not just fear of dying), recurrent suicidal ideation (with or without a specific plan), or evidence of attempted suicide
Justification: The post mentions ""suicidal ideation"" and ""evidence of attempted suicide"" which aligns with the ICD-11 criteria for suicidal behavior. The mention of ""overdosed twice before"" and ""hesitating due to medication limitations"" further supports the classification as suicidal.",[1] 6A8Z_essential_features_p1 || [2] 6C4G.70_essential_features_p1 || [3] 6C4G.71_essential_features_p1 || [4] 6A73_essential_features_p1 || [5] 6A73_boundary_with_normality_p1 || [6] 6A62_essential_features_p1 || [7] 6A62_boundary_with_normality_p1 || [8] 6A8Z_boundary_with_normality_p1,,,,
Phase 1: Best Retriever-Dense-7,Dense,7,suicidal,depression,"Label: depression
Evidence: [10] says: ""A depressive episode should not be considered to be present if the individual is exhibiting normal grief symptoms, including some level of depressive symptoms, and the individual has experienced the death of a loved one within the past 6 months, or longer if a more extended period of bereavement is consistent with the normative response for grieving within the individual’s religious and cultural context.""
Justification: The post expresses feelings of uncertainty about being able to cope with something, and mentions that it is getting harder, which aligns with the criteria for depression as outlined in ICD-11. The statement reflects a persistent depressive symptom and the context of bereavement, which is consistent with the diagnostic requirements for a depressive episode.",[1] 6A8Z_essential_features_p1 || [2] 6B42_essential_features_p1 || [3] 6B42_boundary_with_normality_p1 || [4] 6B66_essential_features_p1 || [5] 6B66_boundary_with_normality_p1 || [6] 6B43_essential_features_p1 || [7] 6B43_boundary_with_normality_p1 || [8] 6A72_essential_features_p1 || [9] 6A72_boundary_with_normality_p1 || [10] 6A8Z_boundary_with_normality_p1,,,,
Phase 1: Best Retriever-Dense-8,Dense,8,suicidal,suicidal,"Label: suicidal
Evidence: [8] (Mood disorder, unspecified — Boundary with Normality) says: ""A depressive episode should not be considered to be present if the individual is exhibiting normal grief symptoms, including some level of depressive symptoms, and the individual has experienced the death of a loved one within the past 6 months, or longer if a more extended period of bereavement is consistent with the normative response for grieving within the individual’s religious and cultural context.""
Justification: The post describes a plan involving the use of a suicide pill as a placebo, which is a risk factor for suicide. The mention of using a cyanide capsule and the intention to mitigate anxiety/fear of the ordeal aligns with suicidal ideation. The evidence from ICD-11 indicates that a depressive episode should not be present if the individual is exhibiting normal grief symptoms, which is consistent with the post's context.",[1] 6B63_essential_features_p1 || [2] 6C4G.71_essential_features_p1 || [3] 6A8Z_essential_features_p1 || [4] 6B66_essential_features_p1 || [5] 6B66_boundary_with_normality_p1 || [6] 6B40_essential_features_p1 || [7] 6B40_boundary_with_normality_p1 || [8] 6A8Z_boundary_with_normality_p1,,,,
Phase 1: Best Retriever-Dense-9,Dense,9,suicidal,normal,"Label: normal
Evidence: [8] (Dysthymic disorder — Boundary with Normality): ""Some depressed mood is a normal reaction to severe adverse life events and problems, and is common in the community. Dysthymic disorder is differentiated from this common experience by the severity, range and duration of symptoms. Assessment of the presence or absence of signs or symptoms should be made relative to typical functioning of the individual.""
Justification: The post mentions ""damn :/ it be like that sometimes,"" which reflects a temporary emotional state. The statement does not indicate persistent depressive symptoms, mood instability, or any other criteria for a mood disorder. The context suggests a brief emotional experience, consistent with normal variation, and no indication of a diagnosable mental health condition.",[1] 6B20_essential_features_p1 || [2] 6A62_essential_features_p1 || [3] 6A62_boundary_with_normality_p1 || [4] 6A8Z_essential_features_p1 || [5] 6B23_essential_features_p1 || [6] 6A8Z_boundary_with_normality_p1 || [7] 6A72_essential_features_p1 || [8] 6A72_boundary_with_normality_p1,,,,
Phase 1: Best Retriever-Dense-10,Dense,10,depression,depression,"Label: depression
Evidence: [1] (Mood disorder, unspecified — Essential Features): • The concurrent presence of at least five of the following characteristic symptoms occurring for most of the day, nearly every day, during a period lasting at least 2 weeks is required for diagnosis. At least one symptom from the affective cluster must be present. Assessment of the presence or absence of symptoms should be made relative to typical functioning of the individual. Affective cluster • Depressed mood as reported by the individual (e.g. feeling down, sad) or as observed (e.g. tearful, defeated appearance) (Note: in children and adolescents depressed mood can manifest as irritability.) • Markedly diminished interest or pleasure in activities, especially those normally found to be enjoyable to the individual (Note: this may include a reduction in sexual desire.) Cognitive-behavioural cluster • Reduced ability to concentrate and sustain attention on tasks, or marked indecisiveness • Beliefs of low self-worth or excessive and inappropriate guilt that may be manifestly delusional (Note: this item should not be considered present if guilt or self-reproach is exclusively about being depressed.) • Hopelessness about the future • Recurrent thoughts of death (not just fear of dying), recurrent suicidal ideation (with or without a specific plan), or evidence of attempted suicide
Justification: The post describes persistent feelings of being trapped, constant stress, and near-crying episodes, which align with the criteria for depression as outlined in ICD-11. The mention of ""depression/borderline flaring up"" and the inability to sleep further support the diagnosis of depression.",[1] 6A8Z_essential_features_p1 || [2] 6A72_essential_features_p1 || [3] 6A72_boundary_with_normality_p1 || [4] 6A62_essential_features_p1 || [5] 6A62_boundary_with_normality_p1 || [6] 6B63_essential_features_p1 || [7] 6B62_essential_features_p1 || [8] 6A8Z_boundary_with_normality_p1,,,,
Phase 1: Best Retriever-Dense-11,Dense,11,depression,depression,"Label: depression
Evidence: [2] says: ""The individual seeks treatment or otherwise presents themselves as ill, injured or impaired based on the feigned, falsified or self-induced signs, symptoms or injuries.""
Justification: The post mentions struggling with depression and questioning their identity, which aligns with the essential features of factitious disorder imposed on self. However, the post also indicates a desire to express themselves through a song, which suggests a lack of insight into their condition. The mention of not wanting to do it further supports the idea of a self-imposed impairment, consistent with factitious disorder imposed on self.",[1] 6B23_essential_features_p1 || [2] 6D50_essential_features_p1 || [3] 6B41_essential_features_p1 || [4] 6B41_boundary_with_normality_p1 || [5] 6B24_essential_features_p1 || [6] 6B20_essential_features_p1,,,,
Phase 1: Best Retriever-Dense-12,Dense,12,depression,suicidal,"Label: suicidal
Evidence: [6] (Mood disorder, unspecified — Essential Features): ""suicidal ideation (with or without a specific plan), or evidence of attempted suicide""
Justification: The post contains the phrase ""I will not be remembered for anything and Ill die as nothing,"" which reflects suicidal ideation. This aligns with the ICD-11 definition of mood disorder, unspecified, which includes suicidal ideation as an essential feature.",[1] 6B61.Z_boundary_with_normality_p1 || [2] 6B40_essential_features_p1 || [3] 6B40_boundary_with_normality_p1 || [4] 6B41_essential_features_p1 || [5] 6B41_boundary_with_normality_p1 || [6] 6A8Z_essential_features_p1 || [7] 6B61_essential_features_p1 || [8] 6A8Z_boundary_with_normality_p1,,,,
Phase 1: Best Retriever-Dense-13,Dense,13,depression,suicidal,"Label: suicidal|depression
Evidence: [5] says: ""suicidal ideation (with or without a specific plan), or evidence of attempted suicide Mood disorders 213 Neurovegetative cluster • Significantly disrupted sleep (delayed sleep onset, increased frequency of waking during the night, or early morning awakening) or excessive sleep • Significant change in appetite (diminished or increased) or significant weight change (gain or loss) • Psychomotor agitation or retardation (observable by others, not merely subjective feelings of restlessness or being slowed down) • Reduced energy, fatigue or marked tiredness following the expenditure of only a minimum of effort • The symptoms are not better accounted for by bereavement. • The symptoms are not a manifestation of another medical condition (e.g. a brain tumour), and are not due to the effects of a substance or medication on the central nervous system (e.g. benzodiazepines), including withdrawal effects (e.g. from stimulants). • The clinical presentation does not fulfil the diagnostic requirements for a mixed episode. • The mood disturbance results in significant impairment in personal, family, social, educational, occupational or other important areas of functioning. If functioning is maintained, it is only through significant additional effort.""
Justification: The post contains suicidal ideation (""made the mistake of not dying. Would have made everyone happier had I just died do not mind me, just a pathetic idiot no one cares about"") which aligns with the diagnostic criteria for mood disorder, unspecified (ICD-11 [5]). The text reflects a persistent desire to end one's life, indicating a potential depressive episode. The evidence from ICD-11 [5] supports the classification of the post as a depressive episode due to the presence of suicidal ideation and the associated emotional distress.",[1] 6D50_essential_features_p1 || [2] 6B21_essential_features_p1 || [3] 6C21_essential_features_p1 || [4] 6C21_boundary_with_normality_p1 || [5] 6A8Z_essential_features_p1 || [6] 6B23_essential_features_p1 || [7] 6A8Z_boundary_with_normality_p1,,,,
Phase 1: Best Retriever-Dense-14,Dense,14,depression,normal,"Label: normal
Evidence: 9 says: ""A history of exposure to a stressor of extreme and prolonged or repetitive nature, from which escape is di&cult or impossible, does not in itself indicate the presence of complex post-traumatic stress disorder.""
Justification: The post mentions anxiety related to a medical procedure and a negative belief about the person's worth, but there is no mention of a traumatic event or prolonged exposure. The anxiety is not indicative of a specific disorder based on the provided ICD-11 chunks.",[1] 6B23_essential_features_p1 || [2] 6B40_essential_features_p1 || [3] 6B40_boundary_with_normality_p1 || [4] 6B00_boundary_with_normality_p1 || [5] 6B00_essential_features_p1 || [6] 6B01_essential_features_p1 || [7] 6B01_boundary_with_normality_p1 || [8] 6B41_essential_features_p1 || [9] 6B41_boundary_with_normality_p1,,,,
Phase 1: Best Retriever-Dense-15,Dense,15,depression,depression,"Label: depressive
Evidence: [2] (Dysthymic disorder — Essential Features) says: ""The symptoms are not a manifestation of another medical condition (e.g. hypothyroidism), and are not due to the effects of a substance or medication on the central nervous system (e.g. benzodiazepines), including withdrawal effects (e.g. from stimulants). The symptoms result in significant distress about experiencing persistent depressive symptoms or significant impairment in personal, family, social, educational, occupational or other important areas of functioning. If functioning is maintained, it is only through significant additional effort.""
Justification: The post describes a profound sense of hopelessness, loss of motivation, and a belief that life has no meaning, which aligns with the criteria for depression as outlined in ICD-11. The individual's experience of no motivation, hopelessness, and a belief that life is meaningless is consistent with the essential features of dysthymic disorder, which involves persistent depressive symptoms and significant impairment in functioning.",[1] 6A8Z_essential_features_p1 || [2] 6A72_essential_features_p1 || [3] 6A72_boundary_with_normality_p1 || [4] 6B24_essential_features_p1 || [5] 6B05_essential_features_p1 || [6] 6B05_boundary_with_normality_p1 || [7] 6A8Z_boundary_with_normality_p1 || [8] 6B63_essential_features_p1,,,,
Phase 1: Best Retriever-Dense-16,Dense,16,depression,suicidal,"Label: suicidal
Evidence: [1] says: ""persistent thoughts that harm or some other untoward event (e.g. being kidnapped) will lead to separation""
Justification: The post mentions feeling isolated and longing for connection, with a sense of despair about not being able to form friendships. The mention of feeling ""pathetic"" and the persistent thought that ""why do I have to be like this"" suggests a deep sense of hopelessness and a potential risk of suicide. The evidence from ICD-11 indicates that persistent thoughts about separation and a sense of helplessness can be indicative of suicidal behavior.",[1] 6B05_essential_features_p1 || [2] 6B05_boundary_with_normality_p1 || [3] 6B24_essential_features_p1 || [4] 6B44_essential_features_p1 || [5] 6B44_boundary_with_normality_p1 || [6] 6B04_essential_features_p1 || [7] 6B04_boundary_with_normality_p1 || [8] 6B41_essential_features_p1 || [9] 6B41_boundary_with_normality_p1,,,,
Phase 1: Best Retriever-Dense-17,Dense,17,depression,depression,"Label: depression
Evidence: [2] says: ""At least one symptom from the affective cluster must be present. Assessment of the presence or absence of symptoms should be made relative to typical functioning of the individual. Affective cluster • Depressed mood as reported by the individual (e.g. feeling down, sad) or as observed (e.g. tearful, defeated appearance) (Note: in children and adolescents depressed mood can manifest as irritability.)""
Justification: The post mentions recurring suicidal thoughts, a sense of loss of identity, and a preoccupation with caring for others more than oneself, which aligns with the criteria for depression. The individual exhibits persistent depressive symptoms and a lack of insight into their own emotional state, which are key features of depression as outlined in ICD-11.",[1] 6D50_essential_features_p1 || [2] 6A8Z_essential_features_p1 || [3] 6C21_essential_features_p1 || [4] 6C21_boundary_with_normality_p1 || [5] 6B24_essential_features_p1 || [6] 6B41_essential_features_p1 || [7] 6B41_boundary_with_normality_p1 || [8] 6A8Z_boundary_with_normality_p1,,,,
Phase 1: Best Retriever-Dense-18,Dense,18,depression,normal,"Label: normal
Evidence: [1] says: ""Periods of euphoric or irritable mood that are entirely contextually appropriate (e.g. euphoria after winning a lottery) should not be considered as meeting the mood component of the diagnostic requirements for a manic episode.""
Justification: The post mentions a ""real laugh"" that feels good and is associated with something stupid, but there is no indication of persistent mood disturbance, depression, or any other mental health condition. The text does not suggest any significant emotional instability or prolonged mood changes, and the context is positive and relatable.",[1] 6A8Z_boundary_with_normality_p1 || [2] 6A62_boundary_with_normality_p1 || [3] 6A62_essential_features_p1 || [4] 6C73_boundary_with_normality_p1 || [5] 6C73_essential_features_p1 || [6] 6A72_boundary_with_normality_p1 || [7] 6A72_essential_features_p1 || [8] 6B01_essential_features_p1 || [9] 6B01_boundary_with_normality_p1 || [10] 6A8Z_essential_features_p1,,,,
